,,,,MB-clonallines-nla-karyo-plate2c5_124,MB-clonallines-nla-karyo-plate2c5_130,MB-clonallines-nla-karyo-plate2c5_132,MB-clonallines-nla-karyo-plate2c5_120,MB-clonallines-nla-karyo-plate2c5_122,MB-clonallines-nla-karyo-plate2c5_128,MB-clonallines-nla-karyo-plate2c5_134,MB-clonallines-nla-karyo-plate2c5_126,MB-clonallines-nla-karyo-plate2c5_111,MB-clonallines-nla-karyo-plate2c5_75,MB-clonallines-nla-karyo-plate2c5_109,MB-clonallines-nla-karyo-plate2c5_99,MB-clonallines-nla-karyo-plate2c5_103,MB-clonallines-nla-karyo-plate2c5_32,MB-clonallines-nla-karyo-plate2c5_105,MB-clonallines-nla-karyo-plate2c5_101,MB-clonallines-nla-karyo-plate2c5_125,MB-clonallines-nla-karyo-plate2c5_107,MB-clonallines-nla-karyo-plate2c5_38,MB-clonallines-nla-karyo-plate2c5_131,MB-clonallines-nla-karyo-plate2c5_56,MB-clonallines-nla-karyo-plate2c5_97,MB-clonallines-nla-karyo-plate2c5_74,MB-clonallines-nla-karyo-plate2c5_58,MB-clonallines-nla-karyo-plate2c5_121,MB-clonallines-nla-karyo-plate2c5_54,MB-clonallines-nla-karyo-plate2c5_168,MB-clonallines-nla-karyo-plate2c5_133,MB-clonallines-nla-karyo-plate2c5_148,MB-clonallines-nla-karyo-plate2c5_8,MB-clonallines-nla-karyo-plate2c5_158,MB-clonallines-nla-karyo-plate2c5_170,MB-clonallines-nla-karyo-plate2c5_50,MB-clonallines-nla-karyo-plate2c5_73,MB-clonallines-nla-karyo-plate2c5_80,MB-clonallines-nla-karyo-plate2c5_156,MB-clonallines-nla-karyo-plate2c5_26,MB-clonallines-nla-karyo-plate2c5_108,MB-clonallines-nla-karyo-plate2c5_48,MB-clonallines-nla-karyo-plate2c5_33,MB-clonallines-nla-karyo-plate2c5_28,MB-clonallines-nla-karyo-plate2c5_24,MB-clonallines-nla-karyo-plate2c5_127,MB-clonallines-nla-karyo-plate2c5_76,MB-clonallines-nla-karyo-plate2c5_1,MB-clonallines-nla-karyo-plate2c5_144,MB-clonallines-nla-karyo-plate2c5_135,MB-clonallines-nla-karyo-plate2c5_29,MB-clonallines-nla-karyo-plate2c5_79,MB-clonallines-nla-karyo-plate2c5_78,MB-clonallines-nla-karyo-plate2c5_146,MB-clonallines-nla-karyo-plate2c5_6,MB-clonallines-nla-karyo-plate2c5_35,MB-clonallines-nla-karyo-plate2c5_172,MB-clonallines-nla-karyo-plate2c5_96,MB-clonallines-nla-karyo-plate2c5_163,MB-clonallines-nla-karyo-plate2c5_77,MB-clonallines-nla-karyo-plate2c5_30,MB-clonallines-nla-karyo-plate2c5_5,MB-clonallines-nla-karyo-plate2c5_102,MB-clonallines-nla-karyo-plate2c5_9,MB-clonallines-nla-karyo-plate2c5_123,MB-clonallines-nla-karyo-plate2c5_84,MB-clonallines-nla-karyo-plate2c5_12,MB-clonallines-nla-karyo-plate2c5_52,MB-clonallines-nla-karyo-plate2c5_7,MB-clonallines-nla-karyo-plate2c5_31,MB-clonallines-nla-karyo-plate2c5_154,MB-clonallines-nla-karyo-plate2c5_152,MB-clonallines-nla-karyo-plate2c5_34,MB-clonallines-nla-karyo-plate2c5_150,MB-clonallines-nla-karyo-plate2c5_36,MB-clonallines-nla-karyo-plate2c5_14,MB-clonallines-nla-karyo-plate2c5_157,MB-clonallines-nla-karyo-plate2c5_39,MB-clonallines-nla-karyo-plate2c5_159,MB-clonallines-nla-karyo-plate2c5_206,MB-clonallines-nla-karyo-plate2c5_87,MB-clonallines-nla-karyo-plate2c5_104,MB-clonallines-nla-karyo-plate2c5_230,MB-clonallines-nla-karyo-plate2c5_82,MB-clonallines-nla-karyo-plate2c5_2,MB-clonallines-nla-karyo-plate2c5_155,MB-clonallines-nla-karyo-plate2c5_13,MB-clonallines-nla-karyo-plate2c5_137,MB-clonallines-nla-karyo-plate2c5_145,MB-clonallines-nla-karyo-plate2c5_85,MB-clonallines-nla-karyo-plate2c5_106,MB-clonallines-nla-karyo-plate2c5_313,MB-clonallines-nla-karyo-plate2c5_129,MB-clonallines-nla-karyo-plate2c5_86,MB-clonallines-nla-karyo-plate2c5_98,MB-clonallines-nla-karyo-plate2c5_15,MB-clonallines-nla-karyo-plate2c5_19,MB-clonallines-nla-karyo-plate2c5_83,MB-clonallines-nla-karyo-plate2c5_10,MB-clonallines-nla-karyo-plate2c5_37,MB-clonallines-nla-karyo-plate2c5_20,MB-clonallines-nla-karyo-plate2c5_153,MB-clonallines-nla-karyo-plate2c5_110,MB-clonallines-nla-karyo-plate2c5_16,MB-clonallines-nla-karyo-plate2c5_21,MB-clonallines-nla-karyo-plate2c5_3
129P2_OlaHsd,1,12500000,12750000,4.0,8.0,8.0,8.0,2.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,12750000,13000000,26.0,89.0,104.0,51.0,90.0,48.0,68.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,12750000,13000000,24.0,52.0,40.0,30.0,28.0,24.0,24.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,13000000,13250000,42.0,64.0,76.0,61.0,80.0,46.0,56.0,44.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,13000000,13250000,6.0,28.0,44.0,18.0,24.0,22.0,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,13250000,13500000,14.0,24.0,34.0,34.0,32.0,12.0,28.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,13250000,13500000,30.0,89.0,77.0,46.0,67.0,56.0,82.0,41.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,13500000,13750000,35.0,49.0,55.0,50.0,71.0,46.0,84.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,13500000,13750000,10.0,26.0,30.0,24.0,20.0,10.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,13750000,14000000,28.0,32.0,40.0,28.0,30.0,18.0,26.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,13750000,14000000,21.0,57.0,53.0,41.0,46.0,31.0,57.0,30.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,13750000,14000000,2.0,2.0,4.0,4.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14000000,14250000,24.0,49.0,69.0,53.0,71.0,46.0,50.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14250000,14500000,22.0,68.0,49.0,50.0,69.0,44.0,53.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,14250000,14500000,14.0,18.0,16.0,16.0,22.0,18.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,14250000,14500000,2.0,18.0,10.0,12.0,16.0,2.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,14500000,14750000,6.0,4.0,2.0,6.0,20.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,14500000,14750000,10.0,24.0,20.0,8.0,18.0,10.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14500000,14750000,22.0,80.0,63.0,67.0,75.0,51.0,59.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14750000,15000000,26.0,79.0,60.0,44.0,73.0,38.0,52.0,32.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,14750000,15000000,2.0,6.0,22.0,10.0,18.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15000000,15250000,32.0,59.0,87.0,44.0,57.0,41.0,61.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,15000000,15250000,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,15000000,15250000,2.0,6.0,8.0,6.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15250000,15500000,41.0,92.0,92.0,51.0,70.0,68.0,67.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15500000,15750000,34.0,65.0,79.0,66.0,77.0,64.0,60.0,29.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,15500000,15750000,12.0,20.0,10.0,,8.0,4.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,15500000,15750000,10.0,30.0,26.0,12.0,22.0,12.0,16.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15750000,16000000,16.0,52.0,68.0,45.0,54.0,61.0,40.0,20.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,15750000,16000000,16.0,31.0,22.0,36.0,12.0,24.0,26.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,15750000,16000000,4.0,12.0,18.0,10.0,12.0,8.0,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16000000,16250000,34.0,91.0,71.0,57.0,60.0,45.0,49.0,34.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,16000000,16250000,2.0,12.0,12.0,8.0,12.0,12.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16250000,16500000,41.0,57.0,78.0,84.0,56.0,55.0,89.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,16250000,16500000,6.0,,6.0,2.0,,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16500000,16750000,54.0,99.0,109.0,73.0,75.0,72.0,108.0,58.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16750000,17000000,37.0,67.0,72.0,83.0,69.0,41.0,60.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17000000,17250000,57.0,79.0,84.0,67.0,69.0,65.0,103.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,17250000,17500000,8.0,5.0,10.0,8.0,8.0,2.0,4.0,10.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17250000,17500000,15.0,54.0,48.0,34.0,39.0,34.0,39.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,17250000,17500000,4.0,14.0,16.0,16.0,17.0,6.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17500000,17750000,18.0,43.0,57.0,38.0,34.0,34.0,21.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,17500000,17750000,2.0,6.0,12.0,8.0,8.0,10.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,17500000,17750000,2.0,18.0,20.0,16.0,12.0,12.0,18.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,17750000,18000000,4.0,2.0,10.0,8.0,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,17750000,18000000,14.0,12.0,8.0,13.0,4.0,12.0,12.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17750000,18000000,13.0,34.0,48.0,49.0,46.0,17.0,34.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18000000,18250000,30.0,64.0,60.0,58.0,52.0,37.0,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,18000000,18250000,2.0,8.0,,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,18000000,18250000,2.0,6.0,8.0,2.0,6.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18250000,18500000,32.0,52.0,51.0,43.0,60.0,45.0,34.0,26.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,18250000,18500000,4.0,10.0,10.0,4.0,8.0,20.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,18250000,18500000,6.0,16.0,18.0,6.0,32.0,4.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18500000,18750000,29.0,78.0,86.0,49.0,73.0,32.0,51.0,26.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18750000,19000000,21.0,49.0,60.0,38.0,51.0,31.0,55.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,18750000,19000000,8.0,6.0,6.0,12.0,10.0,16.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19000000,19250000,41.0,67.0,69.0,55.0,67.0,28.0,66.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,19000000,19250000,2.0,6.0,12.0,8.0,8.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19250000,19500000,25.0,78.0,73.0,54.0,66.0,39.0,53.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,19250000,19500000,2.0,2.0,4.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19500000,19750000,25.0,56.0,51.0,44.0,43.0,31.0,39.0,36.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,19500000,19750000,10.0,22.0,10.0,20.0,10.0,12.0,22.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,19500000,19750000,4.0,12.0,8.0,6.0,13.0,12.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19750000,20000000,34.0,64.0,82.0,49.0,68.0,33.0,43.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,19750000,20000000,6.0,16.0,8.0,4.0,16.0,12.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,19750000,20000000,2.0,8.0,4.0,8.0,4.0,14.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20000000,20250000,39.0,82.0,87.0,73.0,72.0,82.0,42.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20250000,20500000,29.0,72.0,101.0,75.0,94.0,43.0,71.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,20250000,20500000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20500000,20750000,24.0,80.0,66.0,65.0,54.0,50.0,83.0,34.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,20500000,20750000,8.0,6.0,10.0,12.0,18.0,4.0,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,20500000,20750000,2.0,4.0,4.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,20750000,21000000,12.0,30.0,38.0,26.0,30.0,14.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20750000,21000000,39.0,56.0,64.0,80.0,63.0,37.0,51.0,29.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,20750000,21000000,2.0,22.0,28.0,8.0,18.0,6.0,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,21000000,21250000,4.0,2.0,14.0,4.0,2.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,21000000,21250000,34.0,84.0,108.0,65.0,86.0,41.0,86.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,21000000,21250000,4.0,8.0,,12.0,2.0,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,21250000,21500000,26.0,84.0,85.0,40.0,65.0,66.0,59.0,22.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,21500000,21750000,21.0,68.0,72.0,49.0,75.0,37.0,56.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,21500000,21750000,6.0,16.0,14.0,12.0,10.0,6.0,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
